From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),RF (mm),AT (degree C)
2022-03-06 05:00:00,2022-03-06 06:00:00,21.75,49.0,2.55,14.08,9.58,6.3,3.67,0.79,32.6,0.28,0.2,28.95,88.0,1.23,259.75,16.0,,-0.1,0.1,0.0,20.0
2022-03-06 06:00:00,2022-03-06 07:00:00,23.5,42.75,2.6,17.62,10.85,5.95,4.57,0.76,31.95,0.38,0.4,28.92,87.5,1.45,258.5,20.75,,-0.1,0.1,0.0,20.02
2022-03-06 07:00:00,2022-03-06 08:00:00,29.25,44.0,3.3,22.25,14.52,5.5,5.52,0.81,27.4,0.47,0.47,28.93,83.75,1.25,257.25,100.0,,-0.1,0.1,0.0,20.62
2022-03-06 08:00:00,2022-03-06 09:00:00,23.75,48.5,1.67,20.73,11.78,5.75,6.4,0.77,29.57,0.47,0.62,28.85,79.0,1.38,265.5,153.25,,-0.1,0.1,0.0,21.6
2022-03-06 09:00:00,2022-03-06 10:00:00,23.25,47.0,2.33,19.85,11.67,6.3,5.82,0.77,32.55,0.43,0.8,28.98,76.0,1.52,250.25,249.75,,-0.1,0.1,0.0,22.2
2022-03-06 10:00:00,2022-03-06 11:00:00,24.25,53.75,0.9,19.83,8.18,7.1,6.25,0.76,33.8,0.4,0.68,29.57,71.5,1.73,226.75,336.25,,-0.15,0.1,0.0,23.0
2022-03-06 11:00:00,2022-03-06 12:00:00,25.25,47.75,5.75,21.75,16.25,6.0,4.6,0.72,33.85,0.33,0.53,30.07,66.5,1.88,232.0,476.0,,-0.1,0.1,0.0,23.9
2022-03-06 12:00:00,2022-03-06 13:00:00,25.0,49.25,4.25,18.93,11.8,5.43,3.4,0.77,35.22,0.38,0.5,30.2,64.25,1.67,226.75,327.75,,-0.1,0.1,0.0,24.1
2022-03-06 13:00:00,2022-03-06 14:00:00,21.0,47.25,1.07,15.77,8.77,5.78,3.02,0.73,38.55,0.38,0.42,29.73,62.75,1.85,210.25,157.0,,-0.1,0.1,0.0,24.12
2022-03-06 14:00:00,2022-03-06 15:00:00,18.5,49.25,2.12,15.23,9.85,5.95,3.05,0.72,38.42,0.33,0.4,29.55,63.75,1.92,220.75,112.25,,-0.17,0.1,0.0,23.77
2022-03-06 15:00:00,2022-03-06 16:00:00,21.25,50.5,2.03,15.05,8.93,5.9,3.58,0.74,34.82,0.25,0.3,29.52,69.25,1.65,218.75,92.0,,-0.12,0.1,0.0,23.22
2022-03-06 16:00:00,2022-03-06 17:00:00,23.75,46.5,1.2,16.38,7.75,5.9,3.6,0.74,31.68,0.25,0.4,29.38,71.0,1.6,243.5,61.75,,-0.12,0.1,0.0,22.52
2022-03-06 17:00:00,2022-03-06 18:00:00,20.0,53.75,2.9,20.8,12.83,5.38,3.73,0.74,29.13,0.3,0.55,28.95,68.25,1.2,238.0,24.0,,-0.1,0.1,0.0,22.08
2022-03-06 18:00:00,2022-03-06 19:00:00,21.75,43.5,3.23,21.75,12.85,5.78,5.07,0.72,28.93,0.45,0.58,28.88,67.25,0.93,247.75,14.25,,-0.1,0.1,0.0,21.62
2022-03-06 19:00:00,2022-03-06 20:00:00,26.0,42.25,2.63,29.9,17.23,5.85,6.25,0.78,21.77,0.38,0.57,28.95,68.75,0.4,262.0,13.0,,-0.1,0.12,0.0,21.02
2022-03-06 20:00:00,2022-03-06 21:00:00,25.25,45.25,1.25,32.43,16.83,5.6,6.88,0.82,19.73,0.5,0.78,28.88,67.25,0.43,262.75,13.0,,-0.1,0.12,0.0,21.05
2022-03-06 21:00:00,2022-03-06 22:00:00,28.75,48.25,1.3,23.98,12.28,5.5,5.8,0.68,30.43,0.45,0.88,28.88,67.75,0.85,233.25,12.75,,-0.1,0.18,0.0,20.82
2022-03-06 22:00:00,2022-03-06 23:00:00,19.25,37.0,1.65,20.73,12.38,5.6,5.55,0.68,32.52,0.38,0.57,28.92,68.25,1.27,247.25,12.75,,-0.12,0.1,0.0,20.62
2022-03-06 23:00:00,2022-03-07 00:00:00,21.75,36.5,2.8,15.28,8.53,6.25,5.98,0.58,44.7,0.33,0.4,29.05,67.75,1.83,226.0,16.5,,-0.1,0.1,0.0,20.05
2022-03-07 00:00:00,2022-03-07 01:00:00,26.0,36.5,1.9,10.93,6.98,6.1,7.1,0.55,49.55,0.17,0.1,28.93,64.25,2.05,252.75,18.0,,-0.1,0.08,0.0,20.6
2022-03-07 01:00:00,2022-03-07 02:00:00,22.5,38.25,1.88,5.4,4.4,6.22,8.1,0.55,54.22,0.05,0.0,28.92,64.25,1.9,250.75,14.75,,-0.1,0.08,0.0,20.65
2022-03-07 02:00:00,2022-03-07 03:00:00,20.75,29.5,2.15,3.8,3.8,6.33,7.67,0.56,53.6,0.0,0.0,28.97,67.75,1.35,247.0,10.5,,-0.1,0.1,0.0,20.35
2022-03-07 03:00:00,2022-03-07 04:00:00,17.75,29.25,1.67,6.22,4.65,6.8,7.35,0.56,46.9,0.0,0.0,29.35,64.75,1.6,249.25,8.0,,-0.1,0.1,0.0,20.85
2022-03-07 04:00:00,2022-03-07 05:00:00,14.5,33.75,1.02,10.42,6.4,5.98,7.55,0.6,42.95,0.0,0.0,29.02,66.25,1.37,260.25,8.0,,-0.1,0.1,0.0,20.68
2022-03-07 05:00:00,2022-03-07 06:00:00,22.75,35.75,1.82,12.85,8.3,5.97,7.53,0.61,40.18,0.0,0.0,29.0,68.0,1.32,245.25,8.0,,-0.1,0.08,0.0,20.77
2022-03-07 06:00:00,2022-03-07 07:00:00,20.25,38.75,4.47,20.68,13.7,5.78,7.78,0.68,38.75,0.25,0.0,28.98,68.75,1.27,255.0,11.25,,-0.1,0.1,0.0,20.85
2022-03-07 07:00:00,2022-03-07 08:00:00,32.75,50.25,1.88,20.42,12.38,6.45,7.85,0.75,37.72,0.35,0.1,28.9,72.5,1.25,250.25,44.0,,-0.1,0.1,0.0,21.1
2022-03-07 08:00:00,2022-03-07 09:00:00,31.5,50.75,3.57,19.55,12.55,6.23,7.2,0.8,36.38,0.32,0.28,28.92,74.0,1.43,239.0,141.25,,-0.1,0.1,0.0,21.62
2022-03-07 09:00:00,2022-03-07 10:00:00,29.0,51.5,2.9,18.38,10.35,6.92,9.15,0.78,44.32,0.4,0.5,29.2,64.5,1.58,219.5,404.75,,-0.1,0.1,0.0,23.6
2022-03-07 10:00:00,2022-03-07 11:00:00,28.25,57.25,1.58,17.15,10.38,7.5,10.0,0.83,48.12,0.38,0.62,30.05,59.25,1.52,218.25,443.0,,-0.1,0.1,0.0,24.45
2022-03-07 11:00:00,2022-03-07 12:00:00,33.25,61.0,1.55,16.8,10.25,7.95,9.25,0.84,48.0,0.4,0.65,30.58,58.75,1.58,221.25,382.5,,-0.1,0.1,0.0,24.73
2022-03-07 12:00:00,2022-03-07 13:00:00,31.25,60.0,1.45,16.53,9.57,6.73,8.45,0.82,47.27,0.4,0.55,30.92,58.25,1.55,230.25,359.5,,-0.1,0.1,0.0,25.1
2022-03-07 13:00:00,2022-03-07 14:00:00,39.25,58.25,1.83,17.48,10.1,6.82,7.77,0.81,46.7,0.4,0.53,30.6,57.25,1.55,244.0,201.0,,-0.1,0.1,0.0,24.73
2022-03-07 14:00:00,2022-03-07 15:00:00,33.5,60.25,3.0,17.25,11.62,6.38,7.95,0.69,50.6,0.38,0.47,30.15,49.0,1.55,244.75,147.0,,-0.1,0.1,0.0,24.98
2022-03-07 15:00:00,2022-03-07 16:00:00,31.25,56.5,1.5,18.62,10.8,6.38,8.15,0.69,48.88,0.22,0.3,29.85,51.5,1.32,252.5,91.5,,-0.1,0.1,0.0,24.67
2022-03-07 16:00:00,2022-03-07 17:00:00,32.75,61.25,2.25,21.5,13.25,6.2,7.9,0.73,44.12,0.2,0.35,29.7,56.5,1.17,242.25,38.0,,-0.1,0.1,0.0,23.97
2022-03-07 17:00:00,2022-03-07 18:00:00,43.75,62.25,1.9,20.42,11.6,6.53,8.07,0.75,41.12,0.2,0.5,29.5,62.25,0.9,247.0,23.25,,-0.1,0.15,0.0,23.38
2022-03-07 18:00:00,2022-03-07 19:00:00,45.25,64.25,2.9,25.38,14.68,7.47,8.88,0.95,31.5,0.35,0.7,30.1,71.75,0.73,270.75,9.0,,-0.1,0.15,0.0,22.5
2022-03-07 19:00:00,2022-03-07 20:00:00,51.25,70.0,1.85,25.4,13.3,10.9,7.02,1.04,29.02,0.33,1.87,37.02,79.5,0.62,253.25,8.25,,-0.1,0.28,0.0,21.8
2022-03-07 20:00:00,2022-03-07 21:00:00,49.75,79.25,2.75,31.62,19.05,7.23,7.73,0.99,23.3,0.62,7.58,31.27,82.75,0.45,282.0,9.5,,-0.1,0.25,0.0,21.27
2022-03-07 21:00:00,2022-03-07 22:00:00,52.5,85.5,5.43,34.88,20.65,7.32,9.65,1.04,20.67,0.6,6.23,28.0,81.75,0.33,287.0,10.0,,-0.1,0.2,0.0,21.02
2022-03-07 22:00:00,2022-03-07 23:00:00,54.75,77.5,4.93,36.43,21.85,5.95,10.8,1.02,21.62,0.7,4.05,27.68,78.0,0.3,289.75,10.0,,-0.1,0.25,0.0,20.98
2022-03-07 23:00:00,2022-03-08 00:00:00,58.0,82.0,1.33,35.33,19.57,8.05,11.42,0.87,20.85,0.78,4.62,29.3,71.75,0.33,256.0,9.25,,-0.1,0.88,0.0,20.9
2022-03-08 00:00:00,2022-03-08 01:00:00,61.5,75.25,2.13,27.38,14.85,8.62,22.25,0.81,31.95,0.8,3.38,31.0,64.25,0.33,139.25,9.0,,-0.1,0.8,0.0,21.05
2022-03-08 01:00:00,2022-03-08 02:00:00,62.25,85.25,2.12,15.53,10.0,8.48,36.1,0.79,38.92,0.55,2.12,32.0,67.75,0.32,317.75,9.0,,-0.1,0.42,0.0,20.8
2022-03-08 02:00:00,2022-03-08 03:00:00,57.0,93.5,1.92,10.65,7.25,8.68,28.37,0.79,45.35,0.43,1.45,32.2,67.25,0.33,290.0,9.0,,-0.1,0.25,0.0,20.7
2022-03-08 03:00:00,2022-03-08 04:00:00,51.0,86.75,1.8,18.65,8.6,8.67,24.4,0.84,44.37,0.45,0.92,32.23,66.0,0.4,277.25,9.0,,-0.1,0.15,0.0,20.57
2022-03-08 04:00:00,2022-03-08 05:00:00,60.75,84.5,6.25,31.83,17.52,7.83,31.07,0.94,30.65,0.4,0.95,32.12,62.0,0.33,267.5,9.0,,-0.1,0.17,0.0,20.73
2022-03-08 05:00:00,2022-03-08 06:00:00,62.0,101.5,1.7,45.9,23.4,7.03,33.15,1.0,14.88,0.53,1.12,32.1,60.0,0.33,276.25,8.75,,-0.1,0.15,0.0,20.25
2022-03-08 06:00:00,2022-03-08 07:00:00,64.75,119.75,7.7,65.97,36.23,7.97,27.58,1.23,7.12,0.62,1.07,30.58,58.0,0.3,271.75,13.5,,-0.1,0.15,0.0,20.43
2022-03-08 07:00:00,2022-03-08 08:00:00,85.0,139.5,2.7,65.12,33.92,7.05,24.38,1.27,13.55,0.95,1.47,29.25,55.5,0.3,238.0,115.5,,-0.1,0.2,0.0,22.12
2022-03-08 08:00:00,2022-03-08 09:00:00,85.25,121.0,1.65,51.23,27.02,6.67,19.25,0.97,29.68,1.0,1.83,28.92,49.25,0.35,218.25,290.0,,-0.1,0.3,0.0,25.27
2022-03-08 09:00:00,2022-03-08 10:00:00,56.5,94.25,2.2,37.03,18.58,7.8,14.53,0.88,43.2,0.82,1.57,30.88,48.25,0.62,109.0,427.25,,-0.1,0.28,0.0,26.28
2022-03-08 10:00:00,2022-03-08 11:00:00,49.0,83.0,1.18,27.08,15.38,8.4,12.25,0.85,50.32,0.7,1.32,31.17,46.75,0.88,54.67,533.0,,-0.1,0.28,0.0,26.7
2022-03-08 11:00:00,2022-03-08 12:00:00,50.25,74.75,2.4,19.2,12.1,8.75,10.3,0.81,55.15,0.45,0.75,31.0,45.75,1.0,96.75,585.25,,-0.1,0.2,0.0,27.15
2022-03-08 12:00:00,2022-03-08 13:00:00,52.0,75.25,0.5,20.87,9.77,7.7,12.03,0.68,52.73,0.5,0.82,30.85,44.5,1.05,202.0,527.25,,-0.1,0.1,0.0,27.27
2022-03-08 13:00:00,2022-03-08 14:00:00,47.25,73.5,1.77,19.32,11.72,7.35,15.7,0.67,59.55,0.38,0.62,30.62,48.25,1.2,188.75,112.5,,-0.1,0.1,0.0,26.75
2022-03-08 14:00:00,2022-03-08 15:00:00,50.75,83.0,2.8,19.8,9.05,7.6,17.25,0.72,50.08,0.28,0.47,30.65,50.25,1.1,186.5,73.25,,-0.1,0.15,0.0,26.48
2022-03-08 15:00:00,2022-03-08 16:00:00,46.0,75.0,1.2,20.2,10.65,6.95,12.08,0.74,39.4,0.23,0.55,30.52,51.5,1.23,219.5,86.25,,-0.1,0.25,0.0,26.3
2022-03-08 16:00:00,2022-03-08 17:00:00,35.75,61.0,0.6,19.62,8.12,7.05,9.1,0.7,42.25,0.25,0.53,30.0,53.75,1.23,242.0,40.25,,-0.1,0.2,0.0,25.75
2022-03-08 17:00:00,2022-03-08 18:00:00,42.25,68.5,4.2,22.4,15.32,7.45,8.75,0.77,41.58,0.25,0.47,29.9,59.25,1.12,252.5,28.5,,-0.1,0.15,0.0,25.0
2022-03-08 18:00:00,2022-03-08 19:00:00,47.75,84.0,6.3,31.33,20.2,6.58,9.8,0.99,29.92,0.53,1.35,30.05,68.25,0.78,276.75,13.25,,-0.1,0.25,0.0,23.68
2022-03-08 19:00:00,2022-03-08 20:00:00,53.5,89.5,4.53,38.8,22.7,6.72,9.88,1.17,22.55,0.7,1.48,29.82,71.25,0.73,275.0,11.75,,-0.1,0.28,0.0,22.97
2022-03-08 20:00:00,2022-03-08 21:00:00,56.75,93.25,4.3,48.52,27.57,6.95,9.48,1.32,11.35,0.93,1.98,29.48,74.0,0.35,290.25,12.0,,-0.1,0.3,0.0,22.3
2022-03-08 21:00:00,2022-03-08 22:00:00,63.5,107.0,4.47,50.38,30.4,7.27,10.03,1.35,9.62,1.08,2.15,29.1,72.0,0.3,310.75,11.75,,-0.1,0.33,0.0,21.98
2022-03-08 22:00:00,2022-03-08 23:00:00,63.75,95.25,1.2,42.72,22.58,6.15,9.7,0.94,17.95,0.97,1.82,28.8,68.75,0.3,312.5,11.25,,-0.1,0.35,0.0,21.92
2022-03-08 23:00:00,2022-03-09 00:00:00,48.75,75.25,2.4,40.23,22.77,6.4,9.43,0.79,19.8,0.62,0.9,28.9,59.75,0.3,328.75,11.25,,-0.1,0.17,0.0,22.17
2022-03-09 00:00:00,2022-03-09 01:00:00,42.0,65.25,1.87,39.12,21.62,5.47,8.55,0.64,17.77,0.45,0.6,28.83,57.5,0.3,328.0,12.0,,-0.1,0.12,0.0,21.85
2022-03-09 01:00:00,2022-03-09 02:00:00,44.5,63.75,1.5,36.42,20.62,6.67,8.3,0.61,25.35,0.4,0.68,28.77,61.0,0.3,323.5,12.0,,-0.1,0.15,0.0,21.38
2022-03-09 02:00:00,2022-03-09 03:00:00,53.5,76.0,1.45,19.88,11.75,7.25,7.38,0.67,37.1,0.33,0.45,28.88,70.25,0.3,337.5,12.0,,-0.1,0.1,0.0,20.97
2022-03-09 03:00:00,2022-03-09 04:00:00,61.25,91.25,1.87,14.17,9.07,8.08,17.85,0.61,41.3,0.32,0.38,29.23,66.0,0.3,334.25,12.25,,-0.1,0.1,0.0,20.62
2022-03-09 04:00:00,2022-03-09 05:00:00,68.0,116.25,1.53,35.15,19.95,7.3,16.4,0.66,28.17,0.3,0.3,28.83,56.5,0.3,333.25,12.0,,-0.1,0.12,0.0,20.8
2022-03-09 05:00:00,2022-03-09 06:00:00,57.0,78.0,2.33,24.93,15.12,7.3,11.07,0.56,49.6,0.42,0.43,28.8,55.75,0.3,335.75,12.0,,-0.1,0.12,0.0,20.9
2022-03-09 06:00:00,2022-03-09 07:00:00,51.5,80.75,1.6,21.47,12.72,6.9,8.6,0.7,43.57,0.4,0.55,28.77,56.75,0.3,339.25,18.0,,-0.1,0.1,0.0,20.95
2022-03-09 07:00:00,2022-03-09 08:00:00,57.25,115.75,6.7,43.33,27.1,6.93,9.6,1.2,20.3,0.43,0.57,28.7,54.75,0.3,340.75,116.25,,-0.1,0.12,0.0,22.48
2022-03-09 08:00:00,2022-03-09 09:00:00,65.25,125.5,1.7,42.23,22.67,6.78,10.38,0.92,31.02,0.62,0.97,28.97,45.0,0.35,252.0,281.5,,-0.1,0.17,0.0,26.27
2022-03-09 09:00:00,2022-03-09 10:00:00,50.75,139.0,3.55,38.75,18.33,7.4,10.08,0.95,43.97,0.65,1.18,29.72,44.5,0.65,120.25,415.25,,-0.1,0.2,0.0,27.12
2022-03-09 10:00:00,2022-03-09 11:00:00,52.0,86.5,3.15,27.08,16.95,8.93,11.4,0.98,61.82,0.62,0.85,31.12,44.5,0.88,190.75,512.25,,-0.1,0.12,0.0,27.2
2022-03-09 11:00:00,2022-03-09 12:00:00,59.0,93.5,1.7,26.2,14.4,10.15,10.2,1.04,69.2,0.6,0.77,32.03,44.25,1.08,198.75,570.25,,-0.1,0.1,0.0,27.12
2022-03-09 12:00:00,2022-03-09 13:00:00,59.0,95.75,1.65,20.3,11.3,7.9,10.85,0.81,65.97,0.67,0.92,32.33,43.0,1.2,185.25,513.0,,-0.1,0.17,0.0,27.4
2022-03-09 13:00:00,2022-03-09 14:00:00,50.5,82.75,2.23,19.65,11.7,8.1,11.7,0.8,68.08,0.43,0.73,31.82,43.5,1.25,182.0,116.0,,-0.1,0.17,0.0,27.5
2022-03-09 14:00:00,2022-03-09 15:00:00,55.0,95.75,3.03,22.48,13.68,8.22,18.8,0.82,71.47,0.33,0.38,31.52,45.75,1.25,181.75,75.25,,-0.1,0.15,0.0,27.08
2022-03-09 15:00:00,2022-03-09 16:00:00,64.5,110.5,1.5,21.93,11.3,9.12,19.65,0.84,75.8,0.28,0.3,31.48,48.25,1.3,242.25,79.5,,-0.1,0.1,0.0,26.55
2022-03-09 16:00:00,2022-03-09 17:00:00,66.0,109.0,1.75,23.33,13.82,8.4,13.95,0.88,64.05,0.3,0.38,31.32,50.75,1.15,245.75,39.0,,-0.1,0.1,0.0,26.05
2022-03-09 17:00:00,2022-03-09 18:00:00,65.0,102.25,2.2,28.45,15.35,7.88,11.9,0.89,56.55,0.32,0.38,30.92,56.0,1.02,262.75,26.0,,-0.1,0.1,0.0,25.07
2022-03-09 18:00:00,2022-03-09 19:00:00,64.25,111.25,2.5,42.0,20.78,8.47,11.82,1.12,40.08,0.32,0.48,30.58,60.25,0.65,236.75,10.25,,-0.1,0.12,0.0,23.75
2022-03-09 19:00:00,2022-03-09 20:00:00,73.75,119.75,8.2,52.1,27.1,8.15,11.55,1.26,28.97,0.6,1.18,30.2,63.25,0.65,284.5,9.25,,-0.1,0.3,0.0,23.1
2022-03-09 20:00:00,2022-03-09 21:00:00,78.25,119.25,7.05,52.9,30.32,7.98,9.68,1.04,26.7,1.1,2.4,29.7,64.75,0.43,302.0,11.0,,-0.1,0.47,0.0,22.65
2022-03-09 21:00:00,2022-03-09 22:00:00,69.25,103.75,3.0,51.83,26.47,7.6,10.25,1.0,30.48,0.8,1.38,29.4,63.25,0.3,295.0,9.0,,-0.1,0.28,0.0,22.22
2022-03-09 22:00:00,2022-03-09 23:00:00,76.0,108.75,2.25,42.85,24.6,8.15,14.57,0.76,53.6,0.62,1.0,28.95,55.0,0.33,279.25,9.0,,-0.1,0.2,0.0,22.35
2022-03-09 23:00:00,2022-03-10 00:00:00,73.75,107.25,2.15,35.87,18.98,7.65,15.4,0.66,61.08,0.58,0.6,28.92,50.75,0.45,218.0,9.0,,-0.1,0.12,0.0,22.4
2022-03-10 00:00:00,2022-03-10 01:00:00,66.25,99.0,2.4,24.15,14.8,7.6,12.12,0.74,68.9,0.45,0.35,28.9,50.75,0.47,232.25,9.25,,-0.1,0.1,0.0,22.2
2022-03-10 01:00:00,2022-03-10 02:00:00,64.5,84.25,1.95,13.83,8.95,8.3,13.9,0.72,84.53,0.43,0.12,28.82,52.5,0.55,134.5,9.0,,-0.1,0.1,0.0,22.22
2022-03-10 02:00:00,2022-03-10 03:00:00,68.5,95.25,1.6,9.6,6.42,9.0,15.48,0.76,88.6,0.25,0.0,28.8,54.25,0.5,262.5,9.0,,-0.1,0.1,0.0,22.08
2022-03-10 03:00:00,2022-03-10 04:00:00,76.0,100.5,2.35,17.2,11.05,8.8,14.7,0.79,72.07,0.25,0.0,29.3,55.75,0.35,282.67,9.0,,-0.1,0.08,0.0,21.75
2022-03-10 04:00:00,2022-03-10 05:00:00,74.25,103.75,2.52,29.83,17.9,8.25,13.12,0.84,61.35,0.23,0.05,28.88,56.0,0.3,278.0,9.0,,-0.1,0.1,0.0,21.55
2022-03-10 05:00:00,2022-03-10 06:00:00,68.25,96.5,1.73,30.73,16.98,7.78,11.88,0.81,57.35,0.3,0.12,28.8,56.75,0.35,281.5,9.0,,-0.1,0.1,0.0,21.27
2022-03-10 06:00:00,2022-03-10 07:00:00,66.5,90.0,2.0,35.0,20.25,8.47,11.93,0.82,57.62,0.25,0.08,28.75,55.5,0.43,193.75,15.0,,-0.1,0.1,0.0,21.7
2022-03-10 07:00:00,2022-03-10 08:00:00,69.25,104.25,2.37,49.38,27.6,7.42,12.75,0.94,41.38,0.5,0.35,28.8,54.5,0.43,285.5,112.5,,-0.1,0.1,0.0,22.6
2022-03-10 08:00:00,2022-03-10 09:00:00,68.0,105.75,3.5,42.23,22.3,7.48,12.0,0.89,49.78,0.7,0.78,29.15,46.0,0.68,223.0,285.25,,-0.1,0.12,0.0,25.12
2022-03-10 09:00:00,2022-03-10 10:00:00,53.5,89.0,1.57,35.38,18.9,7.17,12.03,0.83,57.27,0.68,0.67,29.83,43.0,0.9,155.0,421.5,,-0.1,0.12,0.0,26.35
2022-03-10 10:00:00,2022-03-10 11:00:00,54.75,89.25,2.62,26.78,16.38,8.38,12.7,0.93,68.28,0.65,0.72,31.18,43.0,1.22,234.5,512.75,,-0.1,0.15,0.0,26.68
2022-03-10 11:00:00,2022-03-10 12:00:00,55.0,95.5,2.6,27.45,14.9,9.75,13.4,0.91,72.18,0.75,0.75,32.2,41.25,1.45,233.25,581.5,,-0.1,0.15,0.0,27.05
2022-03-10 12:00:00,2022-03-10 13:00:00,57.0,84.75,2.15,21.37,12.33,7.87,13.95,0.8,71.73,0.45,0.55,32.65,40.25,1.5,204.25,537.0,,-0.1,0.12,0.0,27.15
2022-03-10 13:00:00,2022-03-10 14:00:00,54.5,83.0,1.82,21.1,12.7,7.65,14.48,0.76,69.42,0.3,0.35,32.23,41.25,1.45,205.0,124.0,,-0.1,0.1,0.0,27.25
2022-03-10 14:00:00,2022-03-10 15:00:00,53.0,77.0,1.6,20.35,11.75,7.2,12.48,0.7,64.6,0.25,0.28,31.9,43.25,1.7,227.25,72.0,,-0.1,0.12,0.0,26.72
2022-03-10 15:00:00,2022-03-10 16:00:00,44.0,67.0,2.05,21.45,13.07,7.53,11.98,0.76,60.0,0.27,0.3,31.8,48.0,1.53,235.5,101.25,,-0.1,0.18,0.0,26.38
2022-03-10 16:00:00,2022-03-10 17:00:00,43.25,65.25,2.58,22.08,13.88,7.55,11.27,0.79,54.52,0.2,0.33,31.52,48.5,1.43,231.75,38.5,,-0.1,0.1,0.0,25.9
2022-03-10 17:00:00,2022-03-10 18:00:00,40.25,68.75,2.58,25.15,15.45,6.72,9.85,0.78,47.92,0.2,0.35,31.05,50.0,1.25,250.75,23.5,,-0.1,0.12,0.0,25.12
2022-03-10 18:00:00,2022-03-10 19:00:00,41.5,71.25,5.0,40.08,25.38,6.95,9.45,0.94,32.65,0.3,0.55,30.68,53.5,0.52,248.25,11.25,,-0.1,0.17,0.0,23.95
2022-03-10 19:00:00,2022-03-10 20:00:00,54.25,82.0,2.93,44.0,24.65,6.9,9.9,0.9,31.62,0.4,0.83,29.85,58.75,0.62,272.0,10.0,,-0.1,0.2,0.0,22.92
2022-03-10 20:00:00,2022-03-10 21:00:00,61.5,89.0,6.15,42.25,20.8,7.17,10.3,0.93,30.18,0.65,1.32,29.22,63.25,0.5,267.0,10.0,,-0.1,0.22,0.0,22.45
2022-03-10 21:00:00,2022-03-10 22:00:00,64.0,99.25,4.37,49.2,27.8,7.7,12.58,0.93,32.35,0.7,1.25,29.65,52.25,0.3,282.25,10.0,,-0.1,0.2,0.0,22.4
2022-03-10 22:00:00,2022-03-10 23:00:00,64.0,92.25,2.6,46.35,22.62,7.17,13.92,0.71,42.2,0.72,1.15,30.23,47.25,0.33,286.75,10.75,,-0.1,0.2,0.0,22.63
2022-03-10 23:00:00,2022-03-11 00:00:00,56.0,85.75,4.93,47.67,25.95,6.0,13.77,0.63,44.22,0.45,0.55,29.65,46.75,0.3,257.0,10.0,,-0.1,0.1,0.0,22.45
2022-03-11 00:00:00,2022-03-11 01:00:00,54.75,92.5,1.33,35.4,18.75,6.38,10.7,0.64,52.65,0.47,0.45,28.92,45.5,0.3,264.0,10.0,,-0.1,0.1,0.0,22.17
2022-03-11 01:00:00,2022-03-11 02:00:00,42.5,108.5,2.0,24.25,14.52,5.88,8.6,0.64,61.27,0.38,0.3,28.83,44.0,0.3,273.75,10.75,,-0.1,0.12,0.0,22.05
2022-03-11 02:00:00,2022-03-11 03:00:00,41.5,64.25,1.9,21.88,12.25,5.87,7.9,0.64,60.55,0.2,0.15,28.93,43.75,0.3,269.25,10.75,,-0.1,0.1,0.0,21.77
2022-03-11 03:00:00,2022-03-11 04:00:00,33.75,78.5,10.83,45.5,30.35,5.67,8.48,0.81,43.13,0.28,0.28,29.15,42.0,0.3,267.75,10.75,,-0.1,0.1,0.0,21.88
2022-03-11 04:00:00,2022-03-11 05:00:00,35.0,91.25,3.4,41.02,19.75,5.4,7.4,0.67,43.42,0.28,0.3,28.83,41.0,0.3,270.5,10.75,,-0.1,0.1,0.0,21.98
2022-03-11 05:00:00,2022-03-11 06:00:00,38.75,59.75,,41.5,20.77,4.9,7.03,0.61,41.55,0.25,0.22,28.9,39.75,0.3,274.5,10.75,,-0.1,0.1,0.0,21.8
2022-03-11 06:00:00,2022-03-11 07:00:00,33.75,58.75,4.55,53.35,27.58,4.82,7.22,0.79,27.9,0.23,0.28,28.92,39.5,0.3,264.5,17.25,,-0.1,0.12,0.0,21.67
2022-03-11 07:00:00,2022-03-11 08:00:00,37.75,76.25,3.03,55.4,31.25,5.85,7.1,0.81,26.6,0.28,0.35,29.7,39.25,0.3,273.0,114.25,,-0.1,0.12,0.0,22.75
2022-03-11 08:00:00,2022-03-11 09:00:00,32.75,90.25,3.72,48.27,28.7,4.77,6.72,0.88,31.38,0.38,0.45,30.85,35.75,0.55,252.75,285.75,,-0.1,0.12,0.0,25.52
2022-03-11 09:00:00,2022-03-11 10:00:00,28.0,113.25,6.1,36.65,18.28,5.67,7.2,0.77,46.8,0.4,0.72,31.38,35.25,1.08,210.5,424.25,,-0.1,0.2,0.0,26.32
2022-03-11 10:00:00,2022-03-11 11:00:00,26.75,63.5,2.1,29.02,17.15,6.77,8.35,0.78,56.0,0.3,0.47,31.85,37.0,1.32,215.0,520.25,,-0.1,0.12,0.0,26.7
2022-03-11 11:00:00,2022-03-11 12:00:00,32.5,65.75,2.6,22.65,13.0,7.25,9.8,0.81,56.52,0.22,0.38,31.88,40.0,1.23,203.0,566.5,,-0.1,0.12,0.0,27.05
